id,category,topic,source,source_type,knowledge_cutoff,user,assistant
85,relationships,Peter and Aunt May,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,How important is Aunt May to Peter — explain briefly.,Aunt May is Peter's family anchor and one of the people most closely connected to his civilian life.
40,villains,Carnage,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Carnage?,"Carnage is a violent symbiote-linked antagonist, most commonly associated with Cletus Kasady."
62,allies,Daredevil,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Does Spider-Man work with Daredevil?,Daredevil and Spider-Man are fellow New York heroes who have worked together in many stories.
121,movie_business,Spider-Man 2 worldwide,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,How much did Spider-Man 2 make worldwide?,Spider-Man 2 (2004) earned about $797.0 million worldwide according to The Numbers.
87,relationships,Peter and Uncle Ben,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,How does Uncle Ben influence Peter — explain briefly.,Uncle Ben's death and moral example are foundational to Peter's understanding of responsibility.
78,relationships,Peter and Harry,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,What is Peter Parker's relationship with Harry Osborn?,Peter Parker and Harry Osborn are longtime friends whose relationship is strained by Norman Osborn's Green Goblin identity and Harry's own struggles.
191,grounding,future projects,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,How should the model distinguish confirmed Spider-Man projects from rumors — explain briefly.,"The model should distinguish officially announced projects from rumors, leaks or fan theories."
165,crossovers,Spider-Man and Fantastic Four,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Does Spider-Man interact with the Fantastic Four Give me the context.,"Spider-Man has longstanding relationships with members of the Fantastic Four, especially Johnny Storm."
48,villains,Electro,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Electro?,"Electro is a Spider-Man villain associated with electrical powers and, in the comics, with Max Dillon."
95,movies,Spider-Man 2 (2004),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Give me a concise explanation of Spider-Man 2 (2004) about.,Spider-Man 2 follows Peter Parker as he struggles with his personal life and responsibilities while facing Doctor Octopus.
151,games,Marvel's Spider-Man protagonist,https://www.playstation.com/en-in/games/marvels-spider-man-2/,researched_summary,28-08-2026,Tell me about the main Spider-Man in Marvel's Spider-Man.,Marvel's Spider-Man presents an experienced Peter Parker as its main playable Spider-Man.
44,villains,Kraven the Hunter,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Kraven the Hunter?,Kraven is a hunter who views Spider-Man as a premier challenge and has repeatedly pursued him.
175,story,multiverse,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,What is the Spider-Verse?,The Spider-Verse concept allows multiple Spider-People and alternate realities to coexist.
4,characters,Peter Parker,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,How would you describe Peter Parker — explain briefly.,Peter Parker is a science-minded New Yorker whose life combines ordinary responsibilities with his work as Spider-Man.
106,movies,Spider-Man: No Way Home (2021),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is Spider-Man: No Way Home about?,Spider-Man: No Way Home centers on Peter's attempt to solve a multiversal crisis after a spell causes villains from other Spider-Man realities to enter his world.
54,villains,Rhino,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Rhino?,"Rhino is a physically powerful Spider-Man enemy known for a heavily armored, rhinoceros-like form."
134,movie_business,Across the Spider-Verse budget,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,What was the budget of Across the Spider-Verse?,Across the Spider-Verse had a reported production budget of about $100 million.
177,story,Miles mantle,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Is Spider-Man only Peter Parker?,"Miles Morales is one of the characters who carries the Spider-Man identity, demonstrating that Spider-Man is a mantle as well as a specific character."
154,games,Marvel's Spider-Man 2,https://www.playstation.com/en-in/games/marvels-spider-man-2/,researched_summary,28-08-2026,What is Marvel's Spider-Man 2?,Marvel's Spider-Man 2 is a 2023 PS5 action-adventure game featuring both Peter Parker and Miles Morales.
182,future,Brand New Day premise,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Give me a concise explanation of the premise of Brand New Day.,"Sony's official synopsis says Peter is fighting crime full-time in a world that does not remember him, while a new unseen threat emerges."
50,villains,Sandman,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Sandman?,Sandman is a Spider-Man villain whose body can transform into sand and whose classic identity is Flint Marko.
81,relationships,Peter and Gwen,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,Give me a concise explanation of Peter Parker's relationship with Gwen Stacy.,"Gwen Stacy is one of Peter Parker's major early romantic relationships, and her death has a lasting effect on Peter in classic comics."
35,villains,Green Goblin,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Green Goblin.,Green Goblin is one of Spider-Man's most important enemies and is strongly associated with Norman Osborn.
8,characters,Miles Morales,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Miles Morales.,Miles Morales is another major Spider-Man who originated in an alternate universe and later became part of the main Marvel continuity.
111,movies,Across the Spider-Verse (2023),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Give me a concise explanation of Across the Spider-Verse about.,Across the Spider-Verse follows Miles Morales as he encounters a larger network of Spider-People across the multiverse.
92,movies,Spider-Man (2002),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is Spider-Man (2002) about?,Sam Raimi's Spider-Man (2002) stars Tobey Maguire as Peter Parker and follows his transformation into Spider-Man and conflict with Norman Osborn's Green Goblin.
84,relationships,Peter and Aunt May,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,How important is Aunt May to Peter?,Aunt May is Peter's family anchor and one of the people most closely connected to his civilian life.
173,story,responsibility,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Give me a concise explanation of the central moral idea behind Spider-Man.,Spider-Man stories repeatedly connect Peter's powers to a strong sense of responsibility toward other people.
178,story,canon uncertainty,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Why can Spider-Man facts sometimes conflict?,"Spider-Man continuity differs across comics, movies, television, games and alternate universes, so an answer should specify the version when necessary."
90,relationships,MJ and Harry,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,Give me a concise explanation of the relationship between MJ and Harry.,"Mary Jane and Harry have been friends and romantic partners at different points, but MJ's strongest long-term romantic connection is with Peter."
9,characters,Gwen Stacy,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Gwen Stacy to Peter Parker?,Gwen Stacy is an important character in Peter Parker's history and one of his major early romantic relationships in the comics.
14,characters,Harry Osborn,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Harry Osborn.,Harry Osborn is Peter Parker's longtime friend and the son of Norman Osborn; his relationship with Peter becomes complicated by his father's identity as Green Goblin.
60,allies,Human Torch,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Spider-Man's friendship with Human Torch like?,"Johnny Storm, the Human Torch, is one of Spider-Man's closest superhero friends and frequent friendly rivals."
168,crossovers,Spider-Man and Black Cat,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Is Black Cat an ally or enemy of Spider-Man?,"Black Cat is both an ally and an occasional romantic interest for Peter Parker, making their partnership complicated."
132,movie_business,Into the Spider-Verse budget,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,What was the budget of Into the Spider-Verse?,Into the Spider-Verse had a reported production budget of about $90 million.
18,characters,Aunt May,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Aunt May.,Aunt May is Peter Parker's aunt and one of the central family figures in his life.
73,allies,Ms. Marvel,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Has Spider-Man teamed up with Ms. Marvel?,"Kamala Khan has teamed up with Spider-Man in Marvel stories, including conflicts involving major supernatural and superhuman threats."
172,story,responsibility,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,What is the central moral idea behind Spider-Man?,Spider-Man stories repeatedly connect Peter's powers to a strong sense of responsibility toward other people.
135,movie_business,Across the Spider-Verse worldwide,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,How much did Across the Spider-Verse make worldwide?,Across the Spider-Verse earned about $690.8 million worldwide.
164,crossovers,Spider-Man and Fantastic Four,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Does Spider-Man interact with the Fantastic Four?,"Spider-Man has longstanding relationships with members of the Fantastic Four, especially Johnny Storm."
195,grounding,adaptation differences,https://www.marvel.com/characters/spider-man-miles-morales/in-comics,grounding_example,28-08-2026,Why is Ned Leeds different in the MCU compared with some comic stories?,"Adaptations can substantially reinterpret characters. The MCU's Ned is Peter's close friend and differs from several comic portrayals, so the answer should specify the continuity."
64,allies,Wolverine,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Has Spider-Man worked with Wolverine?,Spider-Man and Wolverine have worked together as Marvel heroes and have shared team affiliations and adventures.
55,villains,Rhino,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Rhino.,"Rhino is a physically powerful Spider-Man enemy known for a heavily armored, rhinoceros-like form."
108,movies,Into the Spider-Verse (2018),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is Into the Spider-Verse about?,Into the Spider-Verse introduces Miles Morales and explores a multiverse containing multiple Spider-People.
51,villains,Sandman,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Sandman.,Sandman is a Spider-Man villain whose body can transform into sand and whose classic identity is Flint Marko.
193,grounding,unverified blood type,https://www.marvel.com/characters/spider-man-miles-morales/in-comics,grounding_example,28-08-2026,What is Peter Parker's official blood type?,"If the requested continuity/source does not establish a blood type, the correct response is that it is not established rather than guessing."
59,villains,Hobgoblin,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Hobgoblin.,"Hobgoblin is a villain identity used by multiple characters in Spider-Man stories, most famously involving Roderick Kingsley."
49,villains,Electro,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Electro.,"Electro is a Spider-Man villain associated with electrical powers and, in the comics, with Max Dillon."
89,relationships,MJ and Harry,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,What is the relationship between MJ and Harry?,"Mary Jane and Harry have been friends and romantic partners at different points, but MJ's strongest long-term romantic connection is with Peter."
22,characters,Ganke Lee,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Ganke Lee?,Ganke Lee is Miles Morales's close friend and an important ally who helps him protect his secret identity in the comics.
58,villains,Hobgoblin,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Hobgoblin?,"Hobgoblin is a villain identity used by multiple characters in Spider-Man stories, most famously involving Roderick Kingsley."
161,games,Insomniac Games,https://www.playstation.com/en-in/games/marvels-spider-man-2/,researched_summary,28-08-2026,Which studio developed the modern Spider-Man PlayStation games?,Insomniac Games developed the modern Marvel's Spider-Man game series for PlayStation.
190,grounding,future projects,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,How should the model distinguish confirmed Spider-Man projects from rumors?,"The model should distinguish officially announced projects from rumors, leaks or fan theories."
130,movie_business,No Way Home budget,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,What was the budget of Spider-Man: No Way Home?,Spider-Man: No Way Home had a reported production budget of about $200 million.
38,villains,Venom,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Venom?,"Venom is a symbiote-based character whose relationship to Spider-Man varies between enemy, anti-hero, and uneasy ally depending on the story."
158,games,Spider-Man 2 villains,https://www.playstation.com/en-in/games/marvels-spider-man-2/,researched_summary,28-08-2026,Which major villains appear in Marvel's Spider-Man 2?,"Marvel's Spider-Man 2 features Venom, Kraven the Hunter, Lizard and other villains."
185,future,future uncertainty,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,How should a Spider-Man AI handle rumors about future projects?,"Future Spider-Man projects can change release dates, casts, plots and production details; training data should label rumors separately from confirmed information."
2,characters,Peter Parker,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Peter Parker.,Peter Parker is the character most commonly associated with the Spider-Man identity in Marvel Comics.
53,villains,Vulture,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Vulture.,Vulture is a recurring Spider-Man villain associated with Adrian Toomes and advanced flight technology.
150,games,Marvel's Spider-Man protagonist,https://www.playstation.com/en-in/games/marvels-spider-man-2/,researched_summary,28-08-2026,Who is the main Spider-Man in Marvel's Spider-Man?,Marvel's Spider-Man presents an experienced Peter Parker as its main playable Spider-Man.
131,movie_business,No Way Home worldwide,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,How much did No Way Home make worldwide?,Spider-Man: No Way Home earned about $1.921 billion worldwide according to The Numbers.
152,games,Marvel's Spider-Man: Miles Morales,https://www.playstation.com/en-in/games/marvels-spider-man-2/,researched_summary,28-08-2026,What is Marvel's Spider-Man: Miles Morales?,Marvel's Spider-Man: Miles Morales is a follow-up game centered on Miles Morales and his life as Spider-Man.
104,movies,Spider-Man: Far From Home (2019),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is Spider-Man: Far From Home about?,Spider-Man: Far From Home follows Peter on a European trip while he faces a new threat involving Mysterio.
100,movies,The Amazing Spider-Man 2 (2014),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is The Amazing Spider-Man 2 about?,The Amazing Spider-Man 2 features Peter facing Electro while Harry Osborn returns and the story expands the OsCorp conflict.
117,movies,Brand New Day cast,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Tell me about in the cast of Spider-Man: Brand New Day.,"The announced cast includes Tom Holland, Zendaya, Sadie Sink, Jacob Batalon, Jon Bernthal, Tramell Tillman, Michael Mando and Mark Ruffalo."
88,relationships,Peter and Miles,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,Are Peter Parker and Miles Morales partners?,Peter and Miles share the Spider-Man mantle in some continuities and can work together as partners.
75,allies,Miles and Peter,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,How are Peter Parker and Miles Morales connected — explain briefly.,"Peter Parker and Miles Morales can operate as a Spider-Man partnership, with Peter often serving as a mentor or older-brother figure to Miles."
122,movie_business,The Amazing Spider-Man budget,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,What was the budget of The Amazing Spider-Man?,The Amazing Spider-Man (2012) had a reported production budget of about $220 million.
196,grounding,Miles continuity,https://www.marvel.com/characters/spider-man-miles-morales/in-comics,grounding_example,28-08-2026,Is Miles Morales exactly the same character in every Spider-Man movie and comic?,"No. Miles exists in different continuities and adaptations, so details about his origin, relationships and powers can differ."
21,characters,J. Jonah Jameson,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about J. Jonah Jameson.,J. Jonah Jameson is a longtime Spider-Man supporting character and a frequent critic of Spider-Man in many versions of the story.
189,grounding,financial figures,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Why should movie financial figures be source-labeled?,Movie budgets and box-office totals should be labeled as source-reported figures because databases can differ in accounting methods and later reissues.
72,allies,Deadpool,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Does Spider-Man team up with Deadpool Give me the context.,Spider-Man and Deadpool are frequently paired in Marvel stories and have a relationship built around contrasting personalities and humor.
107,movies,Spider-Man: No Way Home (2021),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Give me a concise explanation of Spider-Man: No Way Home about.,Spider-Man: No Way Home centers on Peter's attempt to solve a multiversal crisis after a spell causes villains from other Spider-Man realities to enter his world.
15,characters,Ned Leeds,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Ned Leeds?,Ned Leeds is a Spider-Man-associated character whose identity and characterization vary substantially between comics and film adaptations.
93,movies,Spider-Man (2002),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Give me a concise explanation of Spider-Man (2002) about.,Sam Raimi's Spider-Man (2002) stars Tobey Maguire as Peter Parker and follows his transformation into Spider-Man and conflict with Norman Osborn's Green Goblin.
180,future,Brand New Day status,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Give me a concise explanation of the major live-action Spider-Man project in 2026.,"As of August 28, 2026, Sony lists Spider-Man: Brand New Day as a 2026 film starring Tom Holland, directed by Destin Daniel Cretton."
103,movies,Spider-Man: Homecoming (2017),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Give me a concise explanation of Spider-Man: Homecoming about.,Spider-Man: Homecoming stars Tom Holland and follows Peter Parker balancing high school with superhero responsibilities under the broader MCU setting.
